datetime,date,unknown_1,unknown_2,4-8_GHz_start,unknown_24,unknown_45,unknown_46,unknown_47,unknown_25,unknown_26,unknown_27,unknown_5,unknown_9,unknown_13,unknown_17,unknown_28,unknown_29,unknown_30,unknown_31,unknown_32,unknown_33,unknown_34,unknown_35,unknown_36,unknown_37,unknown_38,unknown_39,unknown_40,unknown_41,unknown_42,unknown_43,unknown_3,unknown_4,unknown_6,unknown_7,unknown_10,unknown_11,unknown_12,unknown_14,unknown_15,unknown_16,unknown_18,unknown_19,unknown_20,unknown_21,unknown_22,unknown_8,duty_officer,4-8_GHz_start_min
2023-05-27 00:00:00,2023-05-27,4,дождь,00 00,10 00,00 00,10 00,,,00 00,10 00,5,6,6,8,,00 00,10 00,08:01 - 08:09перезагрузка(откл),00 00,10 00,08:01 - 08:09перезагрузка(откл),00 00,10 00,,00 00,10:00:00,,10 00,10 00,,,,,,,,,,,,,,,,,,,0.0
2023-05-28 00:00:00,2023-05-28,5,солнце,00 00,10 00,00 00,10 00,,,00 00,10 00,10,12,15,17,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,10 00,10 00,,,,,,,,,,,,,,,,,,,0.0
2023-05-29 00:00:00,2023-05-29,9,солнце,00 00,,00 00,,,,00 00,,15,19,19,20,,00 00,,,00 00,,,00 00,,,00 00,10:00:00,,10 00,10 00,,,,,,,,,,,,,,,,,,,0.0
2023-05-30 00:00:00,2023-05-30,10,"облачно,дождь",00 00,10 00,00 00,10 00,,,00 00,10 00,10,10,8,8,,00 03,10 00,7.56(откл),00 03,10 00,7.56(откл),00 00,10 00,,00 00,10:00:00,,10 00,10 00,,,,,,,,,,,,,,,,,,,0.0
2023-05-31 00:00:00,2023-05-31,7,пасмурно,00 00,10 00,00 00,10 00,,не дошла на перегоне,00 00,10 00,9,9,10,9,,00 01,10 00,4.00-5.10(откл),00 01,10 00,4.00-5.10(откл),00 00,10 00,,00 00,10:00:00,,10 00,10 00,,,,,,,,,,,,,,,,,,,0.0
2023-06-01 00:00:00,2023-06-01,8,облачно.солнце,00 00,10 00,00 00,10 00,,подгон(-15 мин по углу),00 00,10 00,16,16,16,16,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,10 00,10 00,,,,,,,,,,,,,,,,,,,0.0
2023-06-02 00:00:00,2023-06-02,10,облачно.дождь,00 00,10 00,00 00,10 00,,,00 00,10 00,10,12,16,19,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,10 00,10 00,,,,,,,,,,,,,,,,,,,0.0
2023-06-03 00:00:00,2023-06-03,10,облачно,00 00,10 00,00 00,10 00,,,00 00,10 00,11,18,21,21,,00 02,10 00,,00 02,10 00,,00 00,10 00,,00 00,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-04 00:00:00,2023-06-04,11,обл. дождь,00 00,10 00,00 00,10 00,,,00 00,10 00,13,13,14,15,,00 00,10 00,утром перезапуск 00 03,00 00,10 00,утром перезапуск 00 03,00 00,10 00,,00 00,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-05 00:00:00,2023-06-05,11,солнце,00 00,10 00,00 00,10 00,,,00 00,10 00,13,20,21,22,,00 00,10 00,перезапуск 7.00,00 00,10 00,перезапуск 7.00,00 00,10 00,,00 00,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-06 00:00:00,2023-06-06,13,дождь,00 00,10 00,00 00,10 00,откл/эл энерг(утром),откл/эл энерг(утром),00 00,10 00,16,24,23,25,откл/эл энерг(утром),00 00,10 00,откл/эл энерг(утром),00 00,10 00,откл/эл энерг(утром),00 00,10 00,откл/эл энерг(утром),00 00,10:00:00,откл/эл энерг(утром),,,,,,,,,,,,,,,,,,,,,0.0
2023-06-07 00:00:00,2023-06-07,13,солнце,00 00,10 00,00 00,10 00,,,00 00,10 00,15,19,21,24,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-08 00:00:00,2023-06-08,15,солнце,00 00,10 00,00 00,10 00,,,00 00,10 00,21,25,28,29,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-09 00:00:00,2023-06-09,18,солнце,00 00,10 00,00 00,10 00,,,00 00,10 00,22,28,30,30,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-10 00:00:00,2023-06-10,17,солнце,00 00,10 00,00 00,10 00,,,00 00,10 00,23,26,30,31,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-12 00:00:00,2023-06-12,12,дождь,00 00,10 00,00 00,10 00,,,00 00,10 00,13,15,18,20,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-13 00:00:00,2023-06-13,13,пасмурно,00 00,10 00,00 00,10 00,,,00 00,10 00,14,15,9,9,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-14 00:00:00,2023-06-14,12,солнце,00 00,10 00,00 00,10 00,,,00 00,10 00,19,21,24,27,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-15 00:00:00,2023-06-15,8,облачно,00 00,10 00,00 00,10 00,,,00 00,10 00,10,10,12,14,,00 02,10 00,,00 02,10 00,,00 00,10 00,,00 00,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-16 00:00:00,2023-06-16,9,солнце,00 00,10 00,00 00,10 00,,,00 00,10 00,15,19,22,22,,00 01,10 00,,00 01,10 00,,00 00,10 0,,00 00,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-17 00:00:00,2023-06-17,9,пасмурно,00 00,10 00,00 00,10 00,,,00 00,10 00,10,12,15,20,,00 02,10 00,2.19бросок; 3.14 запуск,00 02,10 00,2.19бросок; 3.14 запуск,00 00,10 00,2.19бросок;2.40запуск,00 00,10:00:00,2.19бросок;2.40запуск,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-18 00:00:00,2023-06-18,11,солнце,00 00,10 00,00 00,10 00,,,00 00,10 00,17,21,24,25,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 00,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-19 00:00:00,2023-06-19,13,"обл, солнце",00 00,10 00,00 07,10 00,зависла,,00 00,10 00,20,21,20,21,,00 00,10 00,"антенны стоят, регистрация записывае.",00 00,10 00,"антенны стоят, регистрация записывае.",00 01,10 00,,00 02,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-20 00:00:00,2023-06-20,16,солнце,00 00,10 00,00 06,10 00,,,00 00,10 00,23,27,27,29,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-21 00:00:00,2023-06-21,16,солнце,00 00,10 00,00 00,10 00,,,00 00,10 00,26,27,30,30,,00 00,10 00,01:55 перезапуск,00 00,10 00,01:55 перезапуск,00 00,10 00,,00 09,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-22 00:00:00,2023-06-22,15,облачно(дождевые тучи),00 00,10 00,00 00,10 00,,,00 00,10 00,16,20,20,20,,00 00,10 00,01:48 перезапуск,00 00,10 00,01:48 перезапуск,00 00,10 00,,00 05,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-23 00:00:00,2023-06-23,15,"облачно,дождь",00 00,10 00,00 00,10 00,,,00 00,10 00,16,19,21,23,,00 00,10 00,01:40 перезапуск,00 00,10 00,01:40 перезапуск,00 10,10 00,00 00,00 10,10:00:00,00 00,,,,,,,,,,,,,,,,,,,,,0.0
3023-06-24 00:00:00,3023-06-24,13,дождь,00 00,10 00,00 00,10 00,,,00 00,10 00,17,18,20,20,,00 00,10 00,01:35 перезапуск,00 00,10 00,01:35 перезапуск,00 00,10 00,,00 00,10:00:00,,,,,,,,,,,,,,,,,,,,,,0.0
3023-06-25 00:00:00,3023-06-25,12,дождь,00 00,10 00,00 00,10 00,,,00 00,10 00,12,13,14,15,,00 00,10 00,00:59 перезапуск,00 00,10 00,00:59 перезапуск,00 10,10 00,00:18-00:45запуск,00 00,10:00:00,00:18 - 00:45запуск,00:05:00,10:00:00,01:25 - 02:25 перезапуск,,,,,,,,,,,,,,,,,,0.0
3023-06-26 00:00:00,3023-06-26,13,туман,00 15,10 00,00 15,10 00,00:00 - 00:15 на перегоне откл.эл/эн.,00:00 - 00:15 на перегоне откл.эл/эн.,00 00,10 00,15,17,19,19,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,00:00:00,10:00:00,,,,,,,,,,,,,,,,,,,15.0
2023-06-27 00:00:00,2023-06-27,12,"облачно,солнце",00 00,10 00,00 00,10 00,,,00 00,10 00,14,15,17,19,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,00:00:00,10:00:00,,,,,,,,,,,,,,,,,,,0.0
2023-06-28 00:00:00,2023-06-28,11,солнце,00 00,10 00,00 00,10 00,,,00 00,10 00,17,21,21,20,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,00:00:00,10:00:00,,,,,,,,,,,,,,,,,,,0.0
2023-06-29 00:00:00,2023-06-29,11,солнце,00 00,10 00,00 00,10 00,,,00 00,10 00,20,24,26,26,,01 25,10 00,,01 25,10 00,,00 00,10 00,,00 00,10:00:00,8:37 перезапуск генератора,00:00:00,10:00:00,,,,,,,,,,,,,,,,,,,0.0
2023-06-30 00:00:00,2023-06-30,14,солнце,00 00,10 00,00 00,10 00,,,00 00,10 00,17,20,22,22,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,00:00:00,10:00:00,,,,,,,,,,,,,,,,,,,0.0
2023-07-01 00:00:00,2023-07-01,12,дождь,00 00,10 00,00 00,10 00,,,00 00,10 00,12,12,19,20,,00 00,10 00,до запуска откл эл/эн.,00 00,10 00,до запуска откл эл/эн.,00 00,10 00,,00 00,10:00:00,00.37перезапуск генератора,00:00:00,10:00:00,,,,,,,,,,,,,,,,,,,0.0
2023-07-02 00:00:00,2023-07-02,13,пасмурно,00 00,10 00,00 00,10 00,0.10 бросок,0.10 бросок,00 00,10 00,15,17,19,20,0.10 бросок,00 00,10 00,0.10 бросок,00 00,10 00,0.10 бросок,01 32,10 00,0.10 бросок,01 50,10:00:00,0.10 бросок,02:20:00,10:00:00,0.10 бросок,,,,,,,,,,,,,,,,,,0.0
2023-07-05 00:00:00,2023-07-05,13,пасмурно,00 00,10 00,00 00,10 00,0.56.05 - 1.44.01 откл.эл/эн.,0.56.05 - 1.44.01 откл.эл/эн.,00 00,10 00,16,17,17,18,,00 00,10 00,0.56.05 - 2.22 откл.эл/эн.,00 00,10 00,0.56.05 - 2.22 откл.эл/эн.,00 00,10 00,0.56.05 - 2.22 откл.эл/эн.,00 00,10:00:00,0.56.05 - 2.22 откл.эл/эн.,00:00:00,10:00:00,0.56.05 - 2.27 откл.эл/эн.,,,,,,,,,,,,,,,,,,0.0
2023-07-06 00:00:00,2023-07-06,15,пасмурно,00 00,10 00,00 00,10 00,,,00 00,10 00,17,18,19,21,,00 50,10 00,00.00 - 00.50 нет сигнала SFP-модуль питание,00 50,10 00,00.00 - 00.50 нет сигнала SFP-модуль питание,00 00,10 00,,00 00,10:00:00,,00:00:00,10:00:00,,,,,,,,,,,,,,,,,,,0.0
2023-07-07 00:00:00,2023-07-07,15,пасмурно,00 00,10 00,00 00,10 00,,,00 00,10 00,19,20,22,25,,00 00,10 00,00:42 - перезапуск,00 00,10 00,00:42 - перезапуск,00 00,10 00,,00 00,10:00:00,01:22 перезапуск генератора,00:00:00,10:00:00,,,,,,,,,,,,,,,,,,,0.0
2023-07-08 00:00:00,2023-07-08,15,солнце,00 00,10 00,00 00,10 00,,,00 00,10 00,21,24,28,28,,00 00,10 00,,00 00,10 00,,00 00,10 00,калибровочные наблюдения,00 00,10:00:00,калибровочные наблюдения,00:00:00,10:00:00,,,,,,,,,,,,,,,,,,,0.0
2023-07-09 00:00:00,2023-07-09,16,пасмурно,00 00,10 00,00 00,10 00,,,00 00,10 00,18,20,22,21,,00 00,10 00,,00 00,10 00,,00 00,10 00,"7-23 бросок напр., N20-N23 не вкл. БСУ",00 00,10:00:00,7-23 бросок напр.,00:00:00,10:00:00,7-23 бросок напр.,,,,,,,,,,,,,,,,,,0.0
2023-07-10 00:00:00,2023-07-10,14,"солнце, облачно",00 00,10 00,00 00,10 00,,,00 00,10 00,21,24,26,24,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,00:00:00,10:00:00,,,,,,,,,,,,,,,,,,,0.0
2023-07-11 00:00:00,2023-07-11,16,пасмурно,00 00,10 00,00 08,10 00,замена монитора(старый отказал),,00 00,10 00,21,21,21,21,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,00:00:00,10:00:00,,,,,,,,,,,,,,,,,,,0.0
2023-07-12 00:00:00,2023-07-12,17,пасм,00 00,10 00,00 00,10 00,,,00 00,10 00,20,23,24,24,,00 00,10 00,"00:06;00:53-перезапуск, 9:40 сбой синхронизации",00 00,10 00,"00:06;00:53-перезапуск, 9:40 сбой синхронизации",00 00,10 00,,00 00,10:00:00,,00:00:00,10:00:00,,19,пасм,пл.обл,22,обл,24,обл,обл,25,ясно,ясно,22,дождь,20,"пасмурно, облачно, дождь, облачно",,,0.0
2023-07-13 00:00:00,2023-07-13,14,пасм/проясн,00 00,10 00,00 00,10 00,,,00 00,10 00,16,19,22,22,,00 00,10 00,00.20 перезапуск(сбой синхрон.),00 00,10 00,00.20 перезапуск(сбой синхрон.),00 00,10 00,,00 00,10:00:00,,00:00:00,10:00:00,,15,пасм/проясн,пасм/прояс,18,обл/солн,21,сол/обл,сол/обл,22,сол/обл,ясно,21,сол/обл,20,"пасмурно,облачно, ясно",пасм/прояс,,0.0
2023-07-14 00:00:00,2023-07-14,18,ясно,00 00,10 00,00 00,10 00,,,00 00,10 00,22,25,25,27,,00 00,2023-05-10 00:00:00,,00 00,2023-05-10 00:00:00,,00 00,2023-05-10 00:00:00,запуск в :2.56 сбой времени,00 00,10:05:00,запуск:3:00сбой времени,00:00:00,10:05:00,перезапуск 3:18,20,ясно,ясно,24,ясно,25,ясно,ясно,27,сол/обл,обл/сол,26,обл,24,"ясно, облачно",ясно,,0.0
2023-07-15 00:00:00,2023-07-15,17,ясно,00 00,10 00,00 00,10 00,7.03 Бросок,7.03 бросок,00 00,10 00,21,25,27,29,,00 00,10 00,"7.03 бросок,",00 00,10 00,"7.03 бросок,",00 00,10 00,"7.03 бросок,",00 00,10:00:00,"7.03 бросок,7.23 сбилось время",00:00:00,10:00:00,7.03 бросок.,19,ясно,ясно,23,ясно,27,ясно,ясно/обл,28,сол/обл,обл,29,обл,27,"ясно, облачно",ясно,,0.0
2023-07-16 00:00:00,2023-07-16,19,солнце,00 00,10 00,00 00,10 00,,,00 00,10 00,22,26,29,31,,00 00,10 00,с6:27до7:12перезапуск генератора.,00 00,10 00,с6:27до7:12перезапуск генератора.,00 00,10 00,,00 00,10:00:00,,00:00:00,10:00:00,,21,солнце,ясно,24,ясно,27,ясно,ясно,30,ясно,ясно,32,ясно,30,ясно,ясно,,0.0
2023-07-17 00:00:00,2023-07-17,17,ясно,00 00,10 00,00 00,10 00,,,00 00,10 00,21,21,21,21,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,00:00:00,10:00:00,,19,ясно/обл,ясно/обл,22,обл/ясно,21,ветер.солн..обл.,пасмурно,21,пасмурно,обл,20,пасмурно,20,"ясно, облачно",ясно/обл,,0.0
2023-07-18 00:00:00,2023-07-18,15,дождь,00 03,10 00,00 06,10 00,,,00 00,10 00,15,19,20,19,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 50,10:00:00,перезапуск генератора.Шумит 6 приемник,00:00:00,10:00:00,,15,дождь,пасм/прояс,17,пасм/прояс,19,пасм/прояс,пасм/прояс,20,пасм/прояс,обл,19,пасм/прояс,18,"пасмурно, облачно, дождь",пасм/прояс,,3.0
2023-07-19 00:00:00,2023-07-19,15,ясно/облачно,00 00,10 00,00 00,10 00,,,00 00,10 00,15,21,22,23,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,00:00:00,10:00:00,,15,ясно/обл,солн/обл,19,солнце,21,солн/обл,солн/обл,22,солн/обл,обл,22,обл,20,"пасмурно, облачно",солн/обл,,0.0
2023-07-20 00:00:00,2023-07-20,13,ясно,00 00,10 00,00 00,10 00,,,00 00,10 00,18,22,26,21,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,00:00:00,10:00:00,,16,ясно,ясно,20,солнце,22,солнце,солнце,26,пасмурно,ветер,18,дождь,17,"пасмурно, облачно, дождь",солнце,,0.0
2023-07-21 00:00:00,2023-07-21,14,облачно,00 00,10 00,00 00,10 00,,,00 00,10 00,20,23,25,23,,00 00,10 00,,00 00,10 00,,00 38,10 00,перезапуск генератора.,00 38,10:00:00,перезапуск генератора.,00:48:00,10:00:00,перезапуск генератора.,15,облачно,облачно,20,облачно,25,облачно,облачно,24,облачно,облачно,22,облачно,20,"пасмурно, облачно",облачно,,0.0
2023-07-22 00:00:00,2023-07-22,14,облачно,00 00,10 00,00 09,10 00,перезагрузка,,00 00,10 00,19,25,26,26,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,00:00:00,10:00:00,,16,облачно,солнце,22,солнце,25,облачно,облачно,26,солнце,солнце,25,солнце,23,солнце,солнце,,0.0
2023-07-23 00:00:00,2023-07-23,14,солнце,00 00,09 35,00 00,09 35,гроза выключили,гроза выключили,00 00,09 35,25,28,26,27,гроза выключили,00 00,09 35,гроза выключили,00 00,09 35,гроза выключили,00 00,09 35,гроза выключили,00 00,09:35:00,гроза выключили,00:00:00,:09:38,гроза выключили,20,солнце,солнце,28,cолнце,27,облачно,облачно,26,облачно,облачно,26,гроза,,"ясно, облачно, гроза",солнце,,0.0
2023-07-24 00:00:00,2023-07-24,14,облачно,,,,,ремонт после грозы,ремонт после грозы,00 10,10 00,19,21,24,24,,00 20,10 00,,00 20,10 00,,00 05,10 00,,01 00,10:00:00,перезапуск генератора,01:00:00,10:00:00,перезапуск генератора,18,облачно,облачно,21,облачно,24,облачно,облачно,24,солнце,солнце,24,сол/обл,24,"облачно, ясно, облачно",солнце,,
2023-07-25 00:00:00,2023-07-25,15,облачно,,,,,ремонт после грозы,ремонт после грозы,00 00,10 00,22,27,25,25,,00 26,10 00,перезапуск,00 26,10 00,перезапуск,00 00,10 00,6.00 перезапуск генератора,00 00,10:00:00,2.41 перезапуск генератора,00:00:00,10:00:00,,18,"обл,солнце",солн/обл,26,облачно,25,"обл,солн","обл,солн,гром",25,"обл,солн","обл,солн",23,"обл, пасм",22,"облачно, ясно, облачно, тучи",облачно,,
2023-07-26 00:00:00,2023-07-26,15,облачно,,,,,ремонт,ремонт,00 00,10 00,17,24,24,25,,00 00,10 00,0:24-0:42 отключение эл-ва,00 00,10 00,0:24-0:42 отключение эл-ва,00 00,10 00,0:24-0:35 отключение эл-ва,00 00,10:00:00,0:24-0:35 отключение эл-ва,00:00:00,10:00:00,,16,облачно,облачно,22,облачно,24,"обл,солн",солнце,24,солнце,солнце,25,облачно,24,"облачно, ясно, облачно",облачно,,
2023-07-27 00:00:00,2023-07-27,14,дождь,,,,,ремонт,ремонт,00 00,10 00,18,23,25,25,,00 04,10 00,1:39-2:34 отключение эл.ва,00 04,10 00,1:39-2:34 отключение эл.ва,00 08,10 00,1:39-2:31откл. эл.ва,00 09,10:00:00,"0:19;1:10 перез.генер,1:39-2:31откл. эл.ва",00:00:00,10:00:00,"0:20перез.генер,1:39-2:31откл. эл.ва",15,пасмурно,пасмурно,20,облачно,24,облачно,облачно,25,облачно,облачно,24,облачно,23,"дождь, пасмурно, облачно",облачно,,
2023-07-28 00:00:00,2023-07-28,18,солнце,,,,,ремонт,ремонт,00 00,10 00,24,27,26,27,,00 32,10 00,до запуска откл эл/эн.,00 32,10 00,до запуска откл эл/эн.,00 36,10 00,до запуска откл эл/эн.,00 36,10:00:00,до запуска откл эл/эн.,00:36:00,10:00:00,до запуска откл эл/эн.,24,солнце,солнце,26,солнце,26,солнце,солнце,27,солнце,облачно,27,облачно,26,"ясно, ясно, облачно",солнце,,
2023-07-29 00:00:00,2023-07-29,15,солнце,,,,,ремонт,ремонт,00 00,10 00,31,30,30,30,,00 00,10 00,,00 00,10 00,,00 00,10 00,7:20перезапуск гененратора,00 00,10:00:00,2:10;3:04перезап.генер,00:00:00,10:00:00,,27,солнце,солнце,30,солнце,30,солнце,"солце,обл",30,солнце,солнце,30,облачно,28,"ясно, ясно, облачно",солнце,,
2023-07-30 00:00:00,2023-07-30,17,пасмурно,,,,,ремонт,ремонт,00 00,10 00,20,24,24,24,4.33откл эл/эн;,00 00,10 00,4.33откл эл/эн;7.40запуск,00 00,10 00,4.33откл эл/эн;7.40запуск,00 00,10 00,4.33откл эл/эн;7.40запуск,00 00,10:00:00,"4.33откл эл/эн,7.40запуск,00:11;8:00перез.генер",00:00:00,10:00:00,"4.33откл эл/эн,7.40запуск,8:00перез.генер",19,пасмурно,пасмурно,24,пасм,24,пасмур,пасмурно,24,пасмурно,пасмурно,24,пасмурно,23,пасмурно,пасмурно,,
2023-07-31 00:00:00,2023-07-31,15,солнце,,,,,ремонт,ремонт,00 00,10 00,24,26,28,30,,00 00,10 00,7:46 перезапуск,00 00,10 00,7:46 перезапуск,00 00,10 00,00.10перезапуск,00 00,10:00:00,2:00перезап.,00:00:00,10:00:00,,20,пасмурно,солн/обл,26,солнце,28,солнце,солнце,29,солнце,солнце,32,солнце,33,солнце,солнце,,
2023-08-01 00:00:00,2023-08-01,18,дождь,,,,,ремонт,ремонт,00 00,10 00,21,21,21,20,,00 00,10 00,0:34 кратковременное отключ.эл/эн,00 00,10 00,0:34 кратковременное отключ.эл/эн,00 00,10 00,0:34 кратковременное отключ.эл/эн;00:50перезагрузка генератора,00 00,10:00:00,0:34 кратковременное отключ.эл/эн;00:50перезегрузка генератора,00:00:00,10:00:00,0:34 кратковременное отключ.эл/эн;01:00перезагрузка генератора,20,пасмурно,пасмурно,21,дождь,21,дождь,дождь,21,дождь,дождь,20,дождь,20,дождь,дождь,,
2023-08-02 00:00:00,2023-08-02,17,дождь,,,,,ремонт,ремонт,00 00,10 00,19,20,19,19,,00 00,10 00,,00 00,10 00,,00 00,10 00,00.10перезапуск,00 00,10:00:00,,00:00:00,10:00:00,перезапуск 00.25,18,дождь,дождь,19,дождь,19,дождь,дождь,19,дождь,дождь,19,дождь,19,дождь,дождь,,
2023-08-03 00:00:00,2023-08-03,17,облачно,,,,,ремонт,ремонт,00 00,10 00,22,27,28,28,,00 00,10 00,0:50 перезапуск,00 00,10 00,0:50 перезапуск,00 00,10 00,,00 00,10:00:00,,00:00:00,10:00:00,,20,облачно,облачно,26,солнце,28,солнце,солнце,28,солнце,солнце,28,солнце,27,солнце,солнце,,
2023-08-04 00:00:00,2023-08-04,17,облачно,,,,,ремонт,ремонт,00 00,10 00,20,26,28,28,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,00:00:00,10:00:00,,19,облачно,солнце,24,солнце,26,солнце,солнце,28,солнце,солнце,28,солнце,28,солнце,солнце,,
2023-08-05 00:00:00,2023-08-05,18,облачно,,,,,ремонт,ремонт,00 00,10 00,24,26,27,23,06.40 - 07.18 - гроза,00 00,10 00,06.40 - 07.18 - гроза,00 00,10 00,06.40 - 07.18 - гроза,00 00,10 00,06.40 - 07.18 - гроза,00 00,10:00:00,00.20:переза.генер:06.40-07.18-гроза,00:00:00,10:00:00,перезапуск 00.25:06.40 - 07.18 - гроза,23,солнце,солнце,25,солнце,27,солнце,облачно,25,дождь,дождь,20,пасмурно,19,пасмурно,солнце,,
2023-08-06 00:00:00,2023-08-06,18,солнце,,,,,ремонт,ремонт,00 00,10 00,23,25,26,27,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,00:24:00,10:00:00,,20,солнце,облачно,23,облачно,25,солнце,солнце,26,облачно,солнце,26,солнце,25,солнце,облачно,,
2023-08-07 00:00:00,2023-08-07,16,облачно,,,,,ремонт,ремонт,00 00,10 00,,,,,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,,00:00:00,10:00:00,,,,,,,,,,,,,,,,,,,
2023-08-08 00:00:00,2023-08-08,16,туман,,,,,ремонт,ремонт,00 00,10 00,18,20,21,22,,00 00,10 00,Перезапуск:(0:10;0:36;),00 00,10 00,Перезапуск:(0:10;0:36;),00 00,10 00,Перезап.генер.:(3:33),00 00,10:00:00,Перезап генер:(0:40;2:50;4:35;5:52;5:52;8:15),00:00:00,10:00:00,,18,пасмурно,пасмурно,20,пасмурно,21,пасмурно,пасмурно,21,обл.солн.,солн.обл,21,солн.обл,20,обл.солн.,пасмурно,,
2023-08-09 00:00:00,2023-08-09,17,дождь,,,,,ремонт,ремонт,00 00,10 00,17,20,19,19,,00 05,10 00,,00 05,10 00,,00 00,10 00,Перез:1:38;,00 00,10:00:00,Перезапуск(0:10;с 0.21 до 0.30 останав.;1:38;2:47),00:00:00,10:00:00,Перез:5:57;,17,дождь,дождь,19,пасмурно,20,памурно,дождь,19,дождь,дождь,19,дождь,18,дождь,пасмурно,,
2023-08-10 00:00:00,2023-08-10,16,дождь,,,,,ремонт,ремонт,00 00,10 00,18,20,23,24,,00 00,10 00,"с 6:25до7:36НетРегистрации,и выключали антенны.",00 00,10 00,"с 6:25до7:36НетРегистрации,и выключали антенны.",00 00,10 00,,00 00,10:00:00,Перез:0.36;1:00;1:58;2:24;2:37;2:58;4:00;6:58;7:58;,00:00:00,10:00:00,Перез:1:51;2:23;5:38;5:56;6:52;7:12;,16,дождь,дождь,20,пасмурно,23,обл,облачно,24,солнце,солнце,23,солнце,23,солнце,пасмурно,,
2023-08-11 00:00:00,2023-08-11,14,туман,,,,,ремонт,ремонт,00 00,10 00,27,26,26,25,,00 00,10 00,,00 00,10 00,,00 00,10 00,Перезапуск:7:20,00 00,10:00:00,Перезап:3:23;4:39;6:23;6:58;7:30;8:20;,00:00:00,10:00:00,Перезап:5:19;,20,солнце,солнце,29,солнце,26,солнце,солнце,25,солнце,солнце,25,солнце,25,солнце,солнце,,
2023-08-12 00:00:00,2023-08-12,14,солнце,,,,,ремонт,ремонт,00 00,10 00,27,29,29,28,,00 00,10 00,,00 00,10 00,,00 00,10 00,Перез:4:00;6:54;,00 00,10:00:00,Перезап:0:12;0:41;2:50;3:53;6.56;7:34;8:16;,00:00:00,10:00:00,Перезап:1:17;,22,солнце,солнце,27,"солнце,обл",29,"солн,обл","сол,обл",29,солнце,облачно,28,облачно,29,облачно,солнце,,
2023-08-13 00:00:00,2023-08-13,15,дождь,,,,,ремонт,ремонт,00 00,10 00,17,18,18,17,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 00,10:00:00,Перезап:1:45;,00:00:00,10:00:00,,17,дождь,дождь,18,дождь,18,дождь,дождь,18,дождь,дождь,17,дождь,16,дождь,дождь,,
